,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_M,posse_de_veiculo_Y,posse_de_imovel_Y,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
14474,0,55.076712328767115,1.5205479452054795,1,0,0,0,2,True,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14477,0,55.01917808219178,13.641095890410963,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14486,0,42.03835616438357,12.221917808219178,1,0,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
14489,0,28.427397260273967,8.471232876712326,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
14491,0,61.7068493150685,-1000.6657534246576,1,0,1,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14492,0,57.558904109589044,5.882191780821918,1,1,0,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
14493,0,27.73150684931507,0.6328767123287671,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14494,2,28.2,8.884931506849314,1,0,1,0,4,False,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14496,0,38.109589041095894,5.301369863013699,1,1,0,0,2,False,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14499,0,46.55068493150685,0.6328767123287671,1,0,0,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
14501,0,39.26575342465753,4.882191780821918,1,0,0,0,2,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
14502,0,54.46849315068493,21.145205479452056,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14507,0,50.58904109589041,-1000.6657534246576,1,0,0,0,1,False,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
14508,0,29.2054794520548,5.301369863013699,1,0,0,0,1,False,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
14509,2,28.43835616438357,9.304109589041095,1,0,0,0,4,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14513,1,27.736986301369864,3.72054794520548,1,0,0,0,3,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
14514,1,33.698630136986296,10.556164383561645,1,0,0,0,3,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14516,0,40.846575342465755,22.145205479452056,1,0,1,0,2,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14521,0,37.99178082191781,4.7972602739726025,1,0,0,0,1,False,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
14523,5,31.189041095890413,7.471232876712329,1,0,0,0,7,False,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
14524,0,31.164383561643834,3.3863013698630136,1,0,0,0,1,False,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
14525,0,25.136986301369863,6.301369863013699,1,0,0,0,2,False,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14526,1,40.65753424657535,4.216438356164384,1,0,0,0,3,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14528,1,29.73972602739726,0.8794520547945206,1,0,0,0,3,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14529,0,26.797260273972608,0.8794520547945206,1,0,0,1,1,False,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
14530,0,48.005479452054786,4.7972602739726025,1,0,1,0,2,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14531,0,35.99178082191781,6.553424657534246,1,1,1,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14532,2,31.863013698630137,5.216438356164384,1,0,0,0,4,False,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14536,1,36.09041095890411,2.967123287671233,1,1,0,0,3,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
14540,0,50.33972602739726,10.471232876712328,1,1,1,0,1,False,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
14542,0,24.290410958904108,1.5506849315068494,1,0,0,0,2,False,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
14543,0,52.23013698630137,8.052054794520547,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14549,0,44.375342465753434,8.219178082191782,1,0,0,0,2,False,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14552,0,46.33972602739726,3.797260273972603,1,0,0,0,1,False,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
14554,0,41.638356164383566,1.2986301369863014,1,0,0,0,1,False,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
14558,0,42.638356164383566,8.723287671232876,1,0,1,0,1,False,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
14559,0,63.32328767123288,-1000.6657534246576,1,0,0,0,2,False,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14563,0,51.605479452054794,2.5506849315068494,1,1,1,0,2,True,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14564,1,41.67945205479453,0.29863013698630136,1,0,0,0,3,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14565,0,46.361643835616434,3.797260273972603,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14567,1,30.797260273972608,3.635616438356165,1,0,0,0,3,False,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14568,0,50.27945205479452,-1000.6657534246576,1,0,1,0,1,False,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
14571,0,48.33972602739726,21.47945205479452,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14574,0,65.13150684931507,-1000.6657534246576,1,0,1,0,2,True,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14575,0,65.13150684931507,-1000.6657534246576,1,0,1,0,2,False,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14576,0,37.1972602739726,3.468493150684932,1,0,1,0,2,False,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14581,0,30.14794520547945,4.301369863013698,1,0,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14585,0,61.94794520547945,-1000.6657534246576,1,0,1,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
14587,0,51.841095890410955,9.884931506849314,1,0,1,0,1,False,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
14588,1,41.041095890410965,7.8,1,0,1,0,3,False,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
14590,1,38.9013698630137,8.136986301369863,1,1,1,0,2,False,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
14595,2,32.778082191780825,11.726027397260275,1,0,0,0,4,False,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14600,2,35.175342465753424,12.558904109589042,1,0,0,0,4,False,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14606,0,58.85205479452055,0.5506849315068493,1,1,1,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14607,1,42.26849315068493,4.720547945205479,1,0,0,0,3,False,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
14608,0,65.32602739726029,5.882191780821918,1,0,1,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14613,0,41.350684931506855,5.049315068493152,1,0,1,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
14615,0,31.534246575342465,0.3835616438356164,1,1,1,0,2,False,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14617,0,53.375342465753434,7.884931506849315,1,0,0,0,2,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14631,0,51.26849315068493,9.723287671232876,1,0,1,0,2,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14633,0,58.77260273972602,-1000.6657534246576,1,0,0,0,2,False,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14638,1,34.01917808219178,3.0493150684931507,1,0,1,0,3,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14639,1,44.47671232876712,16.643835616438356,1,0,1,0,3,False,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14641,0,54.03561643835617,16.142465753424663,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14642,0,56.72054794520548,6.134246575342464,1,0,0,0,2,False,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14643,2,32.92328767123288,2.967123287671233,1,1,1,0,4,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14645,0,66.14520547945207,-1000.6657534246576,1,0,1,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
14646,2,34.86027397260274,7.219178082191781,1,1,0,0,4,False,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14653,1,40.26849315068493,1.4657534246575343,1,0,0,0,3,False,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14654,1,56.386301369863006,4.7972602739726025,1,0,0,0,2,False,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
14655,0,30.383561643835613,0.8794520547945206,1,0,1,1,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14656,2,34.005479452054786,1.2136986301369863,1,0,0,0,4,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14657,2,43.802739726027404,1.5506849315068494,1,1,1,0,4,False,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14660,0,55.030136986301365,-1000.6657534246576,1,0,0,0,2,False,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14663,0,56.91780821917809,-1000.6657534246576,1,0,1,0,1,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
14665,0,27.887671232876716,4.9671232876712335,1,0,1,0,1,False,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
14666,2,42.79726027397261,10.389041095890413,1,0,0,0,4,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14668,1,41.435616438356156,1.964383561643836,1,0,1,0,2,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
14670,2,31.994520547945214,7.556164383561644,1,0,0,0,4,False,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14672,0,36.93150684931507,8.638356164383561,1,0,0,0,1,False,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
14678,0,60.53150684931507,-1000.6657534246576,1,0,0,0,2,False,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14680,0,40.298630136986304,2.5506849315068494,1,0,0,0,2,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14682,0,60.96712328767124,-1000.6657534246576,1,0,0,0,2,False,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14683,0,60.22465753424658,-1000.6657534246576,1,0,0,0,1,False,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
14684,3,37.47397260273973,19.227397260273968,1,0,0,0,5,False,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14685,0,64.98356164383561,-1000.6657534246576,1,0,1,0,1,False,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
14686,0,53.512328767123286,6.3863013698630136,1,0,0,0,2,False,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14688,2,29.03013698630137,9.219178082191783,1,0,0,0,4,False,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
14689,0,27.14794520547945,2.0465753424657533,1,0,0,0,2,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14690,0,65.81369863013698,-1000.6657534246576,1,0,0,0,1,False,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
14692,0,63.369863013698634,-1000.6657534246576,1,0,1,0,1,False,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
14697,0,40.361643835616434,12.304109589041095,1,0,0,0,2,False,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14702,0,28.95616438356164,1.547945205479452,1,0,1,0,2,False,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14704,0,49.92876712328767,12.556164383561645,1,1,0,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14705,1,50.50410958904109,6.802739726027397,1,1,1,0,3,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14709,0,65.1041095890411,-1000.6657534246576,1,0,1,0,2,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14711,1,35.369863013698634,4.550684931506848,1,1,0,0,3,False,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14714,0,56.3041095890411,5.6356164383561635,1,1,1,0,2,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14721,2,35.42465753424658,16.306849315068494,1,1,0,0,3,False,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
14722,0,42.42465753424658,2.4657534246575343,1,1,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14723,0,24.56438356164384,2.8794520547945206,1,0,0,0,1,False,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
14724,0,27.38630136986301,9.301369863013699,1,0,1,0,2,False,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
14725,0,34.73150684931507,15.306849315068495,1,0,0,0,2,False,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14729,0,33.80821917808219,9.134246575342466,1,1,0,0,1,False,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
14731,0,41.55616438356165,0.547945205479452,1,0,0,0,1,False,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
14734,0,50.22739726027398,22.30958904109589,1,1,1,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14739,0,59.53150684931507,11.641095890410963,1,1,1,1,2,False,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
14740,0,32.33150684931507,7.882191780821918,1,1,0,0,1,False,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
14742,0,49.81095890410959,0.9616438356164384,1,1,1,0,1,False,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
14745,0,54.38356164383562,4.802739726027396,1,0,1,0,2,False,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14746,1,39.18082191780822,0.547945205479452,1,0,1,0,3,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14748,0,25.906849315068488,5.802739726027397,1,1,0,0,1,False,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
14749,0,55.13150684931506,-1000.6657534246576,1,0,0,0,2,False,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14753,0,62.197260273972596,-1000.6657534246576,1,0,0,0,2,False,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14755,0,66.27123287671233,-1000.6657534246576,1,0,1,0,2,False,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14759,0,48.66849315068493,26.23013698630137,1,1,0,0,2,False,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14760,1,32.02465753424657,1.9616438356164383,1,1,1,0,3,False,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
14768,1,39.90684931506849,0.8,1,1,0,0,3,False,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14771,0,33.24383561643835,0.547945205479452,1,0,1,0,2,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
14777,0,50.8958904109589,0.2958904109589041,1,1,1,0,2,False,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14782,0,35.13972602739726,13.96986301369863,1,1,1,0,2,False,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14784,0,56.9041095890411,2.8794520547945206,1,1,1,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
14785,0,62.824657534246576,-1000.6657534246576,1,0,1,0,2,False,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14786,0,62.23835616438356,-1000.6657534246576,1,0,0,0,2,True,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14787,1,38.553424657534244,0.4657534246575342,1,1,1,0,2,False,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
14788,0,32.246575342465746,0.2958904109589041,1,1,0,0,2,False,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14790,2,40.19178082191781,19.06027397260274,1,0,1,0,4,False,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14794,0,47.25753424657535,4.550684931506848,1,1,1,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14799,1,43.39452054794521,5.216438356164384,1,1,0,0,3,False,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
14803,0,55.183561643835624,10.301369863013699,1,1,1,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14805,0,31.246575342465754,5.298630136986302,1,1,0,0,2,False,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14808,0,58.580821917808215,-1000.6657534246576,1,0,0,0,2,False,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14809,0,42.64383561643836,10.96986301369863,1,1,1,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14817,0,27.123287671232877,0.4657534246575342,1,1,0,0,1,True,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
14819,0,50.60821917808219,4.550684931506848,1,1,0,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14820,0,29.775342465753425,3.468493150684932,1,1,1,1,2,False,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14821,0,38.586301369863016,7.386301369863013,1,1,0,0,2,False,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
14826,0,47.54794520547945,8.967123287671232,1,1,1,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14830,0,50.76438356164383,3.2986301369863016,1,0,0,0,1,False,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
14836,0,28.953424657534253,5.550684931506848,1,1,0,0,1,False,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
14840,1,35.16712328767123,13.304109589041095,1,1,0,0,3,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14843,0,37.512328767123286,0.547945205479452,1,0,1,0,2,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14845,1,41.76164383561644,19.89041095890411,1,1,1,0,3,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14849,2,37.02465753424657,3.7178082191780817,1,0,1,0,3,False,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
14852,1,25.901369863013702,2.8,1,1,0,0,3,False,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14855,0,25.21917808219178,1.9616438356164383,1,0,0,0,2,False,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
14856,0,61.865753424657534,-1000.6657534246576,1,0,0,0,2,False,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14861,1,27.635616438356166,7.967123287671233,1,1,1,0,3,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14862,0,28.994520547945214,3.5506849315068494,1,0,0,0,2,False,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14863,2,33.78082191780822,5.964383561643835,1,1,1,0,4,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14864,0,47.813698630136976,10.720547945205482,1,1,1,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14866,1,32.178082191780824,0.6328767123287671,1,1,0,0,3,False,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
14871,0,63.75890410958904,-1000.6657534246576,1,0,1,0,2,False,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14874,1,29.97260273972603,6.802739726027397,1,1,0,0,3,False,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
14879,0,47.22465753424658,8.219178082191782,1,0,0,0,1,False,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
14883,0,55.342465753424655,2.8,1,1,1,0,1,False,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
14885,0,64.21643835616439,-1000.6657534246576,1,0,1,0,1,False,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
14888,1,30.926027397260274,5.216438356164384,1,1,1,0,3,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14890,0,40.75616438356165,5.717808219178082,1,0,0,0,2,False,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14897,1,33.07123287671233,2.5479452054794516,1,1,0,0,3,False,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14898,0,37.55616438356165,5.298630136986302,1,0,0,0,1,False,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
14900,0,27.323287671232876,3.2164383561643834,1,0,0,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14901,0,51.03835616438357,-1000.6657534246576,1,0,0,0,2,False,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14902,0,48.81917808219178,6.717808219178082,1,1,0,0,2,False,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14904,1,37.12054794520548,7.882191780821918,1,0,1,0,3,False,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
14910,0,32.44109589041096,8.471232876712326,1,1,0,0,2,False,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
14917,1,25.42465753424657,5.298630136986302,1,1,0,0,3,False,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
14918,2,30.158904109589038,0.2958904109589041,1,1,1,0,4,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14919,2,30.158904109589038,0.2958904109589041,1,1,1,0,4,True,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14921,1,34.34794520547945,10.301369863013699,1,1,0,0,3,True,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
14922,0,59.789041095890404,13.96986301369863,1,1,1,0,2,False,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14923,1,27.641095890410963,7.553424657534246,1,1,0,0,3,False,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14927,0,40.6958904109589,9.638356164383561,1,1,0,0,2,False,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14936,0,51.728767123287675,8.638356164383561,1,1,0,0,2,False,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
14939,0,55.698630136986296,23.56438356164384,1,1,1,0,1,False,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
14940,0,27.64657534246575,1.7616438356164383,1,0,0,0,2,False,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
14947,0,66.38630136986302,-1000.6657534246576,1,0,0,0,1,False,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
14948,0,25.542465753424654,3.687671232876713,1,0,0,0,2,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
14950,0,60.558904109589044,-1000.6657534246576,1,0,0,0,2,False,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14952,0,43.821917808219176,1.0986301369863014,1,0,0,0,2,False,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
14953,0,60.39452054794521,-1000.6657534246576,1,0,0,0,2,False,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
14954,0,40.134246575342466,8.605479452054794,1,0,0,0,2,False,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
14956,0,44.136986301369866,1.0986301369863014,1,0,0,0,2,False,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
14963,0,59.80821917808219,-1000.6657534246576,1,0,0,0,1,False,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
14965,0,40.36712328767123,8.69041095890411,1,1,1,0,2,False,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
14969,0,58.55068493150685,-1000.6657534246576,1,0,0,0,2,False,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
